effect,term,estimate,std.error,df,statistic,p.value,iteration,seed,warnings,errors
fixed,a.SexM,0.026246800439196014,0.05351042199746719,296,0.490498849746286,0.6241443439194161,4,4,,
fixed,a.hemisphereleft,-0.012660660509594216,0.0057217106472155785,2718,-2.212740435547089,0.026998361299872334,4,4,,
fixed,a.regioncentral,-0.5863934390829239,0.011443421294431228,2718,-51.242842852275615,0,4,4,,
fixed,a.regionfrontal,0.15795357591310216,0.011443421294431261,2718,13.803002777671699,6.144513539591467e-42,4,4,,
fixed,a.regionoccipital,0.19474674175339493,0.011443421294431187,2718,17.01822704440378,8.540321917517247e-62,4,4,,
fixed,a.regionparietal,-0.04178245017198582,0.011443421294431239,2718,-3.65122012874931,2.659197001915076e-4,4,4,,
fixed,a.Spell_grouplow,0.1877838099434106,0.15160202568245015,296,1.2386629340741648,0.21645173105619828,4,4,,
fixed,a.hemisphereleft:regioncentral,-0.0045081823939813635,0.011443421294431273,2718,-0.39395407002757,0.6936458531192511,4,4,,
fixed,a.hemisphereleft:regionfrontal,-0.006895683837851833,0.011443421294431143,2718,-0.6025893533437912,0.5468321746290812,4,4,,
fixed,a.hemisphereleft:regionoccipital,0.01638509942439919,0.011443421294431272,2718,1.4318357248957263,0.15230582089519906,4,4,,
fixed,a.hemisphereleft:regionparietal,-0.05753570374796116,0.01144342129443124,2718,-5.0278410859486575,5.28275198352179e-7,4,4,,
fixed,b.(Intercept),-0.0872360692552402,0.024494282692250145,296,-3.561486994793328,4.2955177740714e-4,4,4,,
fixed,b.Spell_grouplow,-0.07813742260945312,0.05596684722308844,296,-1.3961376508844774,0.1637192167428937,4,4,,
fixed,xs.(Intercept),14.671978662385419,4.847119684529718,296,3.0269478818963673,0.002687598619933301,4,4,,
fixed,xs.Spell_grouplow,-1.679852936932968,5.9662793601471895,296,-0.28155787477097377,0.7784792783397554,4,4,,
random,intercepts,0.4178432,NA,NA,NA,NA,4,4,,
random,residuals,0.3141214,NA,NA,NA,NA,4,4,,
fixed,a.(Intercept),1.8157667614318882,0.06988669572995408,2718,25.98157979092484,4.063626347121343e-133,5,5,,
fixed,a.SexM,-0.006787591483826053,0.05171973374609861,296,-0.13123794327997798,0.8956762344783198,5,5,,
fixed,a.hemisphereleft,-0.004200146027447636,0.005639061336589274,2718,-0.7448307043930914,0.45643846619212547,5,5,,
fixed,a.regioncentral,-0.6076723337309091,0.011278122673178686,2718,-53.8806281275924,0,5,5,,
fixed,a.regionfrontal,0.14506800960765284,0.011278122673178716,2718,12.862779897992166,8.44512362196416e-37,5,5,,
fixed,a.regionoccipital,0.22600504795989257,0.011278122673178622,2718,20.03924363204283,1.9901460403909553e-83,5,5,,
fixed,a.regionparietal,-0.03657449692024737,0.01127812267317864,2718,-3.2429596644863565,0.001197263127925107,5,5,,
fixed,a.Spell_grouplow,0.17058270942519185,0.21591412310932404,296,0.7900488720639202,0.4301316846238429,5,5,,
fixed,a.hemisphereleft:regioncentral,0.0020461682110311254,0.011278122673178795,2718,0.18142808606766134,0.8560451031332084,5,5,,
fixed,a.hemisphereleft:regionfrontal,0.010138919270607422,0.011278122673178794,2718,0.8989899794865166,0.3687376316718429,5,5,,
fixed,a.hemisphereleft:regionoccipital,0.001822138659324024,0.011278122673178714,2718,0.16156400423426662,0.8716612134791613,5,5,,
fixed,a.hemisphereleft:regionparietal,-0.07436856416140533,0.011278122673178747,2718,-6.594055262252658,5.1233779343888246e-11,5,5,,
fixed,b.(Intercept),-0.05781246877780677,0.022978996270150872,296,-2.515883117701868,0.012402592821017992,5,5,,
fixed,b.Spell_grouplow,-0.0948059933941936,0.07618186434011341,296,-1.2444693263337963,0.214311349984914,5,5,,
fixed,xs.(Intercept),16.923394247455427,8.614214079700332,296,1.964589466999194,0.05039702118679731,5,5,,
fixed,xs.Spell_grouplow,-4.999393600378501,9.508168575927517,296,-0.5257998488831813,0.5994209665118732,5,5,,
random,intercepts,0.4050132,NA,NA,NA,NA,5,5,,
random,residuals,0.309584,NA,NA,NA,NA,5,5,,
fixed,a.(Intercept),1.9175024718487201,0.06421165352518558,2718,29.862219185752984,1.0499062215663272e-169,6,6,,
fixed,a.SexM,0.03967596702700237,0.05008927070065666,296,0.7921051049857315,0.42893373369577903,6,6,,
fixed,a.hemisphereleft,7.330939475390978e-5,0.005696942424727372,2718,0.012868200042835785,0.9897338896341477,6,6,,
fixed,a.regioncentral,-0.5991210153874668,0.01139388484945448,2718,-52.582681263112086,0,6,6,,
fixed,a.regionfrontal,0.1417975253476385,0.011393884849454576,2718,12.44505515205609,1.2818735752424898e-34,6,6,,
fixed,a.regionoccipital,0.23110708405918046,0.01139388484945448,2718,20.283431605002175,2.718934768041763e-85,6,6,,
fixed,a.regionparietal,-0.0486961302653147,0.01139388484945455,2718,-4.2738829564041,1.987092637870514e-5,6,6,,
fixed,a.Spell_grouplow,-0.02765616084415793,0.1466363789623164,296,-0.18860368102287356,0.8505326900766396,6,6,,
fixed,a.hemisphereleft:regioncentral,-0.005662634778700576,0.011393884849454573,2718,-0.49698894218433737,0.6192370452103717,6,6,,
fixed,a.hemisphereleft:regionfrontal,0.03730651248679133,0.011393884849454534,2718,3.2742574617626863,0.0010726842352511085,6,6,,
fixed,a.hemisphereleft:regionoccipital,-0.0013705056652545471,0.011393884849454718,2718,-0.12028431771628234,0.9042668168565072,6,6,,
fixed,a.hemisphereleft:regionparietal,-0.07363999016660687,0.011393884849454507,2718,-6.463115183240811,1.2114087310742645e-10,6,6,,
fixed,b.(Intercept),-0.09751397797215289,0.022313268572013985,296,-4.37022382702183,1.719754797399977e-5,6,6,,
fixed,b.Spell_grouplow,-0.014260095951107624,0.05372693848312367,296,-0.2654179886982934,0.7908722333247402,6,6,,
fixed,xs.(Intercept),17.559199320832114,5.660039261544316,296,3.1023105157827415,0.0021054750518609182,6,6,,
fixed,xs.Spell_grouplow,-4.25912963208754,7.6355939620077775,296,-0.5577993870915058,0.577402992177324,6,6,,
random,intercepts,0.389627,NA,NA,NA,NA,6,6,,
random,residuals,0.3127616,NA,NA,NA,NA,6,6,,
fixed,a.(Intercept),1.9249697548185172,0.1029931712278247,2718,18.69026588724424,1.9658561483573686e-73,7,7,,
fixed,a.SexM,0.06962917034817771,0.051271108108633584,296,1.3580586204738727,0.17547933438872862,7,7,,
fixed,a.hemisphereleft,-0.006589094047442118,0.00577146345081129,2718,-1.14166781156968,0.25369269499932035,7,7,,
fixed,a.regioncentral,-0.5999130868443414,0.011542926901622758,2718,-51.97235432202233,0,7,7,,
fixed,a.regionfrontal,0.14738226297978638,0.011542926901622692,2718,12.768188193158144,2.667225632508077e-36,7,7,,
fixed,a.regionoccipital,0.23320918077188557,0.011542926901622695,2718,20.203643561071257,1.1103021376488993e-84,7,7,,
fixed,a.regionparietal,-0.06113406713340747,0.011542926901622745,2718,-5.2962361846728,1.2766814227264195e-7,7,7,,
fixed,a.Spell_grouplow,-0.010287826945854246,0.17103323177475724,296,-0.060151041052669996,0.9520759296359658,7,7,,
fixed,a.hemisphereleft:regioncentral,0.008980008154048322,0.011542926901622633,2718,0.7779663018385717,0.43665659244721344,7,7,,
fixed,a.hemisphereleft:regionfrontal,-0.0014099515264484363,0.011542926901622695,2718,-0.12214852770576122,0.9027904200978012,7,7,,
fixed,a.hemisphereleft:regionoccipital,0.010318416833411555,0.01154292690162262,2718,0.8939168480709228,0.3714455276385916,7,7,,
fixed,a.hemisphereleft:regionparietal,-0.06475639024256515,0.011542926901622758,2718,-5.610049408998804,2.22670237460035e-8,7,7,,
fixed,b.(Intercept),-0.14983557303791553,0.06314319854749477,296,-2.3729487337454542,0.018285406877851813,7,7,,
fixed,b.Spell_grouplow,0.01954633333250674,0.08218746526224235,296,0.23782620950942623,0.8121804284912119,7,7,,
fixed,xs.(Intercept),6.945785689777443,2.0708329548697373,296,3.35410235453509,8.999296827717176e-4,7,7,,
fixed,xs.Spell_grouplow,6.213844277244396,5.225521860617914,296,1.1891337253940055,0.23534009462263752,7,7,,
random,intercepts,0.3970573,NA,NA,NA,NA,7,7,,
random,residuals,0.3168528,NA,NA,NA,NA,7,7,,
fixed,a.(Intercept),1.868134823698604,0.06588847620863826,2718,28.352982663965197,3.814737624247677e-155,8,8,,
fixed,a.SexM,0.042446556076078924,0.051167422483478026,296,0.8295621318385723,0.40745489384057154,8,8,,
fixed,a.hemisphereleft,-0.012391892702552263,0.00582101799641684,2718,-2.128818826909685,0.03335893155543091,8,8,,
fixed,a.regioncentral,-0.6107173375004068,0.011642035992833755,2718,-52.457949612622166,0,8,8,,
fixed,a.regionfrontal,0.133744408703093,0.011642035992833708,2718,11.488060059719778,7.322017567948208e-30,8,8,,
fixed,a.regionoccipital,0.23345232341965194,0.011642035992833739,2718,20.052534072507047,1.5770088690080494e-83,8,8,,
fixed,a.regionparietal,-0.043919963819391734,0.011642035992833664,2718,-3.772532901154658,1.6504773274058382e-4,8,8,,
fixed,a.Spell_grouplow,-0.05599678531836683,0.13720897249660355,296,-0.408113145222722,0.6834856602270276,8,8,,
fixed,a.hemisphereleft:regioncentral,0.011053340850820402,0.011642035992833671,2718,0.9494336607122977,0.3424845072918319,8,8,,
fixed,a.hemisphereleft:regionfrontal,-0.006411065511807943,0.011642035992833658,2718,-0.5506825022491189,0.5818965983667901,8,8,,
fixed,a.hemisphereleft:regionoccipital,-0.002433686736116224,0.011642035992833626,2718,-0.2090430520584462,0.8344302953488759,8,8,,
fixed,a.hemisphereleft:regionparietal,-0.06457950386813435,0.011642035992833595,2718,-5.547097080604036,3.1843797686184304e-8,8,8,,
fixed,b.(Intercept),-0.06932675136324022,0.023469607516988036,296,-2.953894789806747,0.003389650680156295,8,8,,
fixed,b.Spell_grouplow,-0.03658125085064796,0.049678266820626246,296,-0.7363632669137231,0.46209282471887725,8,8,,
fixed,xs.(Intercept),68.40198541544507,203.42503946427902,296,0.3362515528844536,0.7369194232067373,8,8,,
fixed,xs.Spell_grouplow,-50.416931009603054,203.63968977397056,296,-0.24757909946515447,0.804631730388718,8,8,,
random,intercepts,0.3965238,NA,NA,NA,NA,8,8,,
random,residuals,0.3195734,NA,NA,NA,NA,8,8,,
fixed,a.(Intercept),1.918731831374274,0.07638967033073701,2718,25.117687025836414,2.237805976521038e-125,9,9,,
fixed,a.SexM,-0.00101787539474539,0.050860439064569225,296,-0.02001310671842921,0.9840464006008245,9,9,,
fixed,a.hemisphereleft,-0.0038351160138207444,0.005723220081959728,2718,-0.67009759521733,0.5028525038473005,9,9,,
fixed,a.regioncentral,-0.6096639098770331,0.011446440163919422,2718,-53.262315719673985,0,9,9,,
fixed,a.regionfrontal,0.14753737252869034,0.011446440163919734,2718,12.88936738548131,6.104379785421808e-37,9,9,,
fixed,a.regionoccipital,0.23766389037700117,0.01144644016391969,2718,20.76312696117883,5.2941774060161655e-89,9,9,,
fixed,a.regionparietal,-0.04704535563213741,0.011446440163919448,2718,-4.11004250740156,4.072973816009626e-5,9,9,,
fixed,a.Spell_grouplow,0.092690647995149,0.15776828358345377,296,0.5875112911786162,0.5573082696512317,9,9,,
fixed,a.hemisphereleft:regioncentral,-0.010054922019952004,0.01144644016391956,2718,-0.8784322353465164,0.3797868431878999,9,9,,
fixed,a.hemisphereleft:regionfrontal,0.01641924470052579,0.011446440163919555,2718,1.4344411419963619,0.15156145532990462,9,9,,
fixed,a.hemisphereleft:regionoccipital,0.026875698828320922,0.01144644016391954,2718,2.3479525899271403,0.01894825039309793,9,9,,
fixed,a.hemisphereleft:regionparietal,-0.09310342107582988,0.011446440163919472,2718,-8.13383198116938,6.255547051129095e-16,9,9,,
fixed,b.(Intercept),-0.10307503392848712,0.030055695769846357,296,-3.429467569734255,6.906671766035958e-4,9,9,,
fixed,b.Spell_grouplow,-0.005540361579307805,0.058461107952097524,296,-0.09477004068837566,0.9245616057922216,9,9,,
fixed,xs.(Intercept),11.756313303898883,3.260880883248694,296,3.6052568998431207,3.6581326615130275e-4,9,9,,
fixed,xs.Spell_grouplow,2.571035970693802,7.19618487544013,296,0.35727764297280556,0.721138557687131,9,9,,
random,intercepts,0.3968422,NA,NA,NA,NA,9,9,,
random,residuals,0.3142043,NA,NA,NA,NA,9,9,,
fixed,a.(Intercept),1.9871145880237207,0.07242423535493565,2718,27.437149709421135,1.651010796076443e-146,10,10,,
fixed,a.SexM,-0.06826030655034625,0.05466420803066658,296,-1.2487203054703047,0.21275408840698484,10,10,,
fixed,a.hemisphereleft,-9.485066774354374e-4,0.005738510494033521,2718,-0.1652879572881542,0.8687296292038084,10,10,,
fixed,a.regioncentral,-0.6113411151725614,0.011477020988067074,2718,-53.266532823124315,0,10,10,,
fixed,a.regionfrontal,0.16563945958726167,0.011477020988067034,2718,14.432269467789721,1.5002668111298512e-45,10,10,,
fixed,a.regionoccipital,0.23126923358645038,0.011477020988067096,2718,20.150632627308596,2.821228815310328e-84,10,10,,
fixed,a.regionparietal,-0.04572543494133882,0.011477020988067072,2718,-3.9840856777103246,6.952029029189607e-5,10,10,,
fixed,a.Spell_grouplow,-0.1258795141195127,0.18796755731218157,296,-0.6696874498956681,0.5035791096894039,10,10,,
fixed,a.hemisphereleft:regioncentral,0.020738135093704698,0.011477020988067063,2718,1.8069266506758714,0.07088425733839594,10,10,,
fixed,a.hemisphereleft:regionfrontal,0.00444357215619095,0.011477020988067101,2718,0.3871712146218975,0.6986597713878846,10,10,,
fixed,a.hemisphereleft:regionoccipital,-0.008627528254704767,0.011477020988067098,2718,-0.7517219201459151,0.45228339135010887,10,10,,
fixed,a.hemisphereleft:regionparietal,-0.06319217741924055,0.011477020988067016,2718,-5.505973848522473,4.0145981649088426e-8,10,10,,
fixed,b.(Intercept),-0.09560964657979258,0.0250240183359344,296,-3.820715174368997,1.621699583338196e-4,10,10,,
fixed,b.Spell_grouplow,-0.006472726445304087,0.06837589171806258,296,-0.09466386883835276,0.9246458670619065,10,10,,
fixed,xs.(Intercept),15.029813553792978,3.953692799824777,296,3.8014621556988653,1.7466561402272227e-4,10,10,,
fixed,xs.Spell_grouplow,-1.9078607087136044,8.507648804084692,296,-0.2242524054116576,0.8227156197333068,10,10,,
random,intercepts,0.4289798,NA,NA,NA,NA,10,10,,
random,residuals,0.3150437,NA,NA,NA,NA,10,10,,
fixed,a.(Intercept),1.8853620761168595,0.0669639842658604,2718,28.154867079467603,2.9033257326936824e-153,11,11,,
fixed,a.SexM,-0.06451803136837722,0.053313153873533414,296,-1.2101709743419684,0.22717880200325255,11,11,,
fixed,a.hemisphereleft,-0.0031041208234386442,0.005754184330575564,2718,-0.5394545334504697,0.5896174484976432,11,11,,
fixed,a.regioncentral,-0.575712162094581,0.011508368661150998,2718,-50.02552308200055,0,11,11,,
fixed,a.regionfrontal,0.1428999663444788,0.011508368661151121,2718,12.417048024092866,1.7857790674681285e-34,11,11,,
fixed,a.regionoccipital,0.22280942696203518,0.011508368661151205,2718,19.3606438516497,2.466914232281727e-78,11,11,,
fixed,a.regionparietal,-0.04977742066600513,0.011508368661151224,2718,-4.325323782339252,1.5779817621624972e-5,11,11,,
fixed,a.Spell_grouplow,0.12028378678684469,0.1873941262270171,296,0.6418759712944677,0.5214504784596237,11,11,,
fixed,a.hemisphereleft:regioncentral,0.011101099588414173,0.011508368661151163,2718,0.9646110509031737,0.3348254761885271,11,11,,
fixed,a.hemisphereleft:regionfrontal,0.027281094996293095,0.0115083686611511,2718,2.3705440622862666,0.01783132189067904,11,11,,
fixed,a.hemisphereleft:regionoccipital,-0.006132445276948816,0.011508368661151,2718,-0.5328683375994216,0.5941682868973259,11,11,,
fixed,a.hemisphereleft:regionparietal,-0.0759750164833926,0.011508368661151238,2718,-6.601719037717414,4.869304758007053e-11,11,11,,
fixed,b.(Intercept),-0.0681323595975557,0.022430550512295117,296,-3.0374804916272353,0.002598197892926733,11,11,,
fixed,b.Spell_grouplow,-0.06946117339389372,0.06586912043015997,296,-1.0545331855090179,0.2924988687598849,11,11,,
fixed,xs.(Intercept),17.16071593001583,7.375995884489698,296,2.3265625684663838,0.02066344516171001,11,11,,
fixed,xs.Spell_grouplow,-4.635818149505002,8.56098137062666,296,-0.5415054593403071,0.5885665747611767,11,11,,
random,intercepts,0.4164979,NA,NA,NA,NA,11,11,,
random,residuals,0.3159042,NA,NA,NA,NA,11,11,,
fixed,a.(Intercept),1.9220966039696483,0.06938941216544627,2718,27.700142485524495,5.6731736561350176e-149,12,12,,
fixed,a.SexM,-0.054604430812603195,0.04888577387061473,296,-1.1169799818884725,0.26490871993881865,12,12,,
fixed,a.hemisphereleft,-0.007305796741701964,0.005831911263833367,2718,-1.2527276927220938,0.21041259195975542,12,12,,
fixed,a.regioncentral,-0.6152381444095254,0.011663822527666524,2718,-52.74755706803527,0,12,12,,
fixed,a.regionfrontal,0.14589939844317906,0.011663822527666817,2718,12.508712139361073,6.019057886911863e-35,12,12,,
fixed,a.regionoccipital,0.23469326751419697,0.011663822527666798,2718,20.121471066410717,4.708641065626161e-84,12,12,,
fixed,a.regionparietal,-0.027361166271430832,0.011663822527666637,2718,-2.345814693813287,0.0190570532931804,12,12,,
fixed,a.Spell_grouplow,0.14510801194075384,0.1566780010356647,296,0.926154348291199,0.3551202636240959,12,12,,
fixed,a.hemisphereleft:regioncentral,-0.009010332002635102,0.011663822527666637,2718,-0.7725024948950102,0.4398840363004326,12,12,,
fixed,a.hemisphereleft:regionfrontal,0.02131885276764829,0.01166382252766659,2718,1.8277758185260422,0.06769277678426681,12,12,,
fixed,a.hemisphereleft:regionoccipital,4.916496296013674e-4,0.01166382252766663,2718,0.04215167269865198,0.9663808839581937,12,12,,
fixed,a.hemisphereleft:regionparietal,-0.07347085155118602,0.011663822527666743,2718,-6.29903716186629,3.481721783833867e-10,12,12,,
fixed,b.(Intercept),-0.10457909646370969,0.029440579233755818,296,-3.552209201910062,4.4433833177405247e-4,12,12,,
fixed,b.Spell_grouplow,-0.048257876930421606,0.05714700819841036,296,-0.8444515023931556,0.3990991384214384,12,12,,
fixed,xs.(Intercept),10.833295893800083,2.814847245913133,296,3.8486265674021594,1.4554734807935795e-4,12,12,,
fixed,xs.Spell_grouplow,3.7380935263480293,5.496957966638673,296,0.6800294906809758,0.4970172886352834,12,12,,
random,intercepts,0.3801871,NA,NA,NA,NA,12,12,,
random,residuals,0.3201714,NA,NA,NA,NA,12,12,,
fixed,a.(Intercept),2.0389873757856605,0.0880634826849475,2718,23.153608211025023,2.1324383840273428e-108,13,13,,
fixed,a.SexM,-0.042062708058169695,0.05048393079538044,296,-0.8331900348381484,0.40540935290212343,13,13,,
fixed,a.hemisphereleft,0.0011614684885720287,0.005765113400824899,2718,0.2014649856507316,0.8403500811038407,13,13,,
fixed,a.regioncentral,-0.5972170476237955,0.011530226801649604,2718,-51.79577625813509,0,13,13,,
fixed,a.regionfrontal,0.15874988516676425,0.011530226801649968,2718,13.768149395296131,9.650129853825104e-42,13,13,,
fixed,a.regionoccipital,0.2463393049178553,0.011530226801649873,2718,21.36465389237672,9.611371944669795e-94,13,13,,
fixed,a.regionparietal,-0.06054284384328885,0.011530226801649748,2718,-5.2507938382119566,1.631463207607388e-7,13,13,,
fixed,a.Spell_grouplow,-0.09221998520031403,0.1926559234101984,296,-0.4786771336584416,0.6325217226684396,13,13,,
fixed,a.hemisphereleft:regioncentral,0.00878226273755796,0.011530226801649923,2718,0.7616730259201197,0.44632126086206947,13,13,,
fixed,a.hemisphereleft:regionfrontal,0.014516468707431575,0.011530226801649833,2718,1.2589924688519092,0.20814116817133513,13,13,,
fixed,a.hemisphereleft:regionoccipital,0.005964277236497525,0.011530226801649866,2718,0.5172731932423128,0.6050075558877615,13,13,,
fixed,a.hemisphereleft:regionparietal,-0.07366322180590273,0.01153022680164976,2718,-6.3887053631384685,1.9614479145099855e-10,13,13,,
fixed,b.(Intercept),-0.17316102663739039,0.05093688875846395,296,-3.399521071231839,7.67688140265206e-4,13,13,,
fixed,b.Spell_grouplow,0.06164238725462413,0.0732009369444436,296,0.8420983368205803,0.4004127704180357,13,13,,
fixed,xs.(Intercept),7.26605336439297,1.7695807898963218,296,4.106087388538323,5.2110859215800357e-5,13,13,,
fixed,xs.Spell_grouplow,7.51236940164076,6.104132099939245,296,1.2307022978279798,0.21941129339623713,13,13,,
random,intercepts,0.3924821,NA,NA,NA,NA,13,13,,
random,residuals,0.3165042,NA,NA,NA,NA,13,13,,
fixed,a.(Intercept),1.9551874919059573,0.08722133250553214,2718,22.416390987628475,2.9210591438797253e-102,14,14,,
fixed,a.SexM,0.05988917810607818,0.054541837936096536,296,1.0980410703476258,0.2730789406939132,14,14,,
fixed,a.hemisphereleft,-0.011598754365039729,0.005823855793753628,2718,-1.991593675358508,0.04651557662567313,14,14,,
fixed,a.regioncentral,-0.5936760967933882,0.011647711587507253,2718,-50.96933353244557,0,14,14,,
fixed,a.regionfrontal,0.15752667598036113,0.01164771158750721,2718,13.524259662242743,2.2102222975398953e-40,14,14,,
fixed,a.regionoccipital,0.2159011438313024,0.011647711587507452,2718,18.535928041252618,2.530915230736777e-72,14,14,,
fixed,a.regionparietal,-0.031471280188318324,0.011647711587507313,2718,-2.701928181504139,0.006936694713830631,14,14,,
fixed,a.Spell_grouplow,-0.22464159639589565,0.1727666928950456,296,-1.3002598627755388,0.1945234256214314,14,14,,
