effect,term,estimate,std.error,df,statistic,p.value,iteration,seed,warnings,errors
fixed,xs.Spell_grouplow,37.99753867583847,149.23044274875627,296,0.25462323890448385,0.7991909143219474,225,225,,
random,intercepts,0.380816,NA,NA,NA,NA,225,225,,
random,residuals,0.3204533,NA,NA,NA,NA,225,225,,
fixed,a.(Intercept),2.05972975176173,0.08747076897398222,2718,23.54763512339062,9.877432783626274e-112,226,226,,
fixed,a.SexM,0.05224326285360927,0.050323502135402154,296,1.0381483926345536,0.3000482698436023,226,226,,
fixed,a.hemisphereleft,-0.003445297056877399,0.005664296813630935,2718,-0.6082479732676456,0.5430738438742713,226,226,,
fixed,a.regioncentral,-0.599745496301389,0.011328593627261957,2718,-52.94086062528692,0,226,226,,
fixed,a.regionfrontal,0.1502867148058976,0.011328593627261846,2718,13.266140506994452,5.7649574200216756e-39,226,226,,
fixed,a.regionoccipital,0.22662261864733982,0.011328593627261838,2718,20.004479470600916,3.65571621277594e-83,226,226,,
fixed,a.regionparietal,-0.039886836720868964,0.011328593627261796,2718,-3.5208992425046413,4.3715955355749873e-4,226,226,,
fixed,a.Spell_grouplow,-0.20894515025837523,0.16079151475142126,296,-1.2994787105613006,0.19479085622784506,226,226,,
fixed,a.hemisphereleft:regioncentral,0.004620859098477073,0.011328593627261706,2718,0.40789344648723225,0.6833840309393949,226,226,,
fixed,a.hemisphereleft:regionfrontal,0.017736436339409866,0.011328593627261747,2718,1.5656344399827298,0.11755063330813244,226,226,,
fixed,a.hemisphereleft:regionoccipital,-0.0013271750746353772,0.011328593627261862,2718,-0.1171526774022132,0.9067477222682926,226,226,,
fixed,a.hemisphereleft:regionparietal,-0.07262452387900013,0.011328593627261765,2718,-6.4107272507535615,1.7016557022416575e-10,226,226,,
fixed,b.(Intercept),-0.16445727169253813,0.04131117039008947,296,-3.9809395410397608,8.642630088086592e-5,226,226,,
fixed,b.Spell_grouplow,0.07105436329328663,0.06283186520038869,296,1.1308650963436155,0.25902730548807856,226,226,,
fixed,xs.(Intercept),8.866774631626887,1.7977093663111698,296,4.932262576915403,1.3575191036572138e-6,226,226,,
fixed,xs.Spell_grouplow,7.778508280201121,10.11492928886604,296,0.7690126206579888,0.4424989865813036,226,226,,
random,intercepts,0.3901851,NA,NA,NA,NA,226,226,,
random,residuals,0.3109694,NA,NA,NA,NA,226,226,,
fixed,a.(Intercept),1.9116326009568276,0.06387483005899011,2718,29.92779157598359,2.3974913019097106e-170,227,227,,
fixed,a.SexM,0.007376448534230972,0.0477332233504959,296,0.15453489239700252,0.8772933167769494,227,227,,
fixed,a.hemisphereleft,-0.01285115054590117,0.005826545212790377,2718,-2.205621011519905,0.027493956001733637,227,227,,
fixed,a.regioncentral,-0.6025862199494393,0.011653090425580617,2718,-51.71042169437343,0,227,227,,
fixed,a.regionfrontal,0.14555058499868617,0.011653090425580612,2718,12.490299112343338,7.492844911669878e-35,227,227,,
fixed,a.regionoccipital,0.2508550803429378,0.011653090425580565,2718,21.526914421968886,4.869082314670584e-95,227,227,,
fixed,a.regionparietal,-0.05194222457568788,0.011653090425580609,2718,-4.457377629342466,8.632925246288865e-6,227,227,,
fixed,a.Spell_grouplow,0.2650263952831037,0.1388766886479705,296,1.9083576794871735,0.057312220104311855,227,227,,
fixed,a.hemisphereleft:regioncentral,-0.006167793358961462,0.01165309042558081,2718,-0.5292839181460354,0.59665173340181,227,227,,
fixed,a.hemisphereleft:regionfrontal,-0.0014606687068367294,0.011653090425580801,2718,-0.12534603727353538,0.9002588770816183,227,227,,
fixed,a.hemisphereleft:regionoccipital,0.0051581632205853,0.01165309042558077,2718,0.4426433703167824,0.6580589319045989,227,227,,
fixed,a.hemisphereleft:regionparietal,-0.07105139321819794,0.011653090425580728,2718,-6.0972146120334525,1.2324780554604656e-9,227,227,,
fixed,b.(Intercept),-0.10633853188200773,0.02300947345408461,296,-4.6215108787346315,5.694139739279951e-6,227,227,,
fixed,b.Spell_grouplow,-0.10207508321373908,0.053091488178242247,296,-1.9226261443462627,0.055486451480659386,227,227,,
fixed,xs.(Intercept),14.054947483731656,3.3059320781243775,296,4.251432622204912,2.850722086546899e-5,227,227,,
fixed,xs.Spell_grouplow,-1.1708640450690189,4.5646068376921365,296,-0.25650928693368197,0.797735800981352,227,227,,
random,intercepts,0.3678879,NA,NA,NA,NA,227,227,,
random,residuals,0.3198768,NA,NA,NA,NA,227,227,,
fixed,a.(Intercept),1.9634653363375894,0.06117641797861024,2718,32.095134060057205,6.321513438949966e-192,228,228,,
fixed,a.SexM,-0.08737427587261887,0.05035384139999676,296,-1.7352057647110213,0.0837451744122312,228,228,,
fixed,a.hemisphereleft,-0.01766129769782944,0.005524446709823313,2718,-3.1969351186653583,0.0014049011425648458,228,228,,
fixed,a.regioncentral,-0.5721215035857599,0.011048893419646917,2718,-51.78088717630537,0,228,228,,
fixed,a.regionfrontal,0.11981656943509561,0.011048893419646587,2718,10.844214428029852,7.471475408300026e-27,228,228,,
fixed,a.regionoccipital,0.22586518102165584,0.011048893419646658,2718,20.4423350323963,1.6301240071938178e-86,228,228,,
fixed,a.regionparietal,-0.04059285950314683,0.011048893419646611,2718,-3.6739298644121736,2.4345965676056687e-4,228,228,,
fixed,a.Spell_grouplow,-0.09275603330538551,0.17761373399988767,296,-0.5222345773409852,0.6018976166319205,228,228,,
fixed,a.hemisphereleft:regioncentral,-0.005952180311467052,0.011048893419646714,2718,-0.5387128000423206,0.5901291570616998,228,228,,
fixed,a.hemisphereleft:regionfrontal,0.008384056197713647,0.011048893419646724,2718,0.758814107375263,0.44802956170284847,228,228,,
fixed,a.hemisphereleft:regionoccipital,8.25766266356997e-4,0.011048893419646717,2718,0.0747374632909981,0.9404290995208385,228,228,,
fixed,a.hemisphereleft:regionparietal,-0.05524456351560712,0.01104889341964667,2718,-5.000008726428078,6.097294565259449e-7,228,228,,
fixed,b.(Intercept),-0.07972740793938535,0.021378555439696627,296,-3.72931689254102,2.3006137938085856e-4,228,228,,
fixed,b.Spell_grouplow,-0.011080904478506095,0.06164922422140493,296,-0.17974118277158704,0.8574787425880006,228,228,,
fixed,xs.(Intercept),18.19422152106066,6.822958984460283,296,2.666617454758139,0.008083216571501982,228,228,,
fixed,xs.Spell_grouplow,-5.212587445675458,10.230623295080282,296,-0.509508296350047,0.6107756237690052,228,228,,
random,intercepts,0.3928171,NA,NA,NA,NA,228,228,,
random,residuals,0.3032916,NA,NA,NA,NA,228,228,,
fixed,a.(Intercept),2.1119916971953074,0.08506034766760988,2718,24.829332998359384,7.899992860676973e-123,229,229,,
fixed,a.SexM,-0.00962149779726215,0.05033449166190576,296,-0.19115118638505907,0.8485381931241154,229,229,,
fixed,a.hemisphereleft,-0.011624216732051846,0.005745999964944423,2718,-2.0230102337225264,0.04316980718560661,229,229,,
fixed,a.regioncentral,-0.6066887875636058,0.01149199992988886,2718,-52.79227212538567,0,229,229,,
fixed,a.regionfrontal,0.13613904708073873,0.011491999929888898,2718,11.846419066420486,1.3271672945703227e-31,229,229,,
fixed,a.regionoccipital,0.22987061049146698,0.01149199992988869,2718,20.0026637568639,3.7736040121901624e-83,229,229,,
fixed,a.regionparietal,-0.05619578912100654,0.011491999929888846,2718,-4.889992121810784,1.0671184800250307e-6,229,229,,
fixed,a.Spell_grouplow,-0.06638349656000217,0.16107870960426884,296,-0.41211837817108327,0.6805509532117088,229,229,,
fixed,a.hemisphereleft:regioncentral,0.008687792514749054,0.011491999929888991,2718,0.7559861266752527,0.4497230267055373,229,229,,
fixed,a.hemisphereleft:regionfrontal,3.0515343728498433e-4,0.011491999929888884,2718,0.02655355370228712,0.9788177682931576,229,229,,
fixed,a.hemisphereleft:regionoccipital,0.004979600947529998,0.011491999929888745,2718,0.4333102138800836,0.6648238033962932,229,229,,
fixed,a.hemisphereleft:regionparietal,-0.0661981979451021,0.011491999929888835,2718,-5.760372289328968,9.33555923748396e-9,229,229,,
fixed,b.(Intercept),-0.18349826016044618,0.04426200880405164,296,-4.145728246831156,4.427926411442234e-5,229,229,,
fixed,b.Spell_grouplow,0.030398123534390645,0.06466881211540154,296,0.4700584801240074,0.6386593663188498,229,229,,
fixed,xs.(Intercept),8.195039440305955,1.5667977879265622,296,5.230438479971907,3.204655537460187e-7,229,229,,
fixed,xs.Spell_grouplow,7.753293380115898,5.898908724483796,296,1.3143606287609368,0.18974243415847702,229,229,,
random,intercepts,0.3910802,NA,NA,NA,NA,229,229,,
random,residuals,0.3154549,NA,NA,NA,NA,229,229,,
fixed,a.(Intercept),1.8983914667702615,0.06539487502461949,2718,29.0296673256974,1.2648215118136663e-161,230,230,,
fixed,a.SexM,0.008363500840327501,0.05028672917203346,296,0.16631626232272018,0.8680216165775406,230,230,,
fixed,a.hemisphereleft,-0.006098259592591694,0.0055747649342042654,2718,-1.093904346562758,0.2740938671096356,230,230,,
fixed,a.regioncentral,-0.613022638838762,0.011149529868408505,2718,-54.981927137190176,0,230,230,,
fixed,a.regionfrontal,0.1661691804742084,0.011149529868408612,2718,14.903693916730674,2.4021901207876263e-48,230,230,,
fixed,a.regionoccipital,0.23369184395704062,0.011149529868408586,2718,20.959793526289403,1.5290134796233696e-90,230,230,,
fixed,a.regionparietal,-0.04870062093849318,0.011149529868408479,2718,-4.367952865571799,1.3011246914297786e-5,230,230,,
fixed,a.Spell_grouplow,-0.29043207815031336,0.1872680272574687,296,-1.5508898256882249,0.12199659131715868,230,230,,
fixed,a.hemisphereleft:regioncentral,0.021622226142913245,0.011149529868408533,2718,1.9392948759371833,0.05256880260991458,230,230,,
fixed,a.hemisphereleft:regionfrontal,-0.003090807523930487,0.01114952986840861,2718,-0.2772141570460354,0.7816367507414741,230,230,,
fixed,a.hemisphereleft:regionoccipital,-0.0015005696550097708,0.011149529868408593,2718,-0.1345859128340047,0.8929492450905837,230,230,,
fixed,a.hemisphereleft:regionparietal,-0.0782059705233652,0.011149529868408616,2718,-7.014284139904063,2.905767217774574e-12,230,230,,
fixed,b.(Intercept),-0.08651313651018534,0.024087086641264018,296,-3.5916812107105613,3.845634958729375e-4,230,230,,
fixed,b.Spell_grouplow,0.03215331868087452,0.058512089252494175,296,0.5495158195791808,0.5830658530301409,230,230,,
fixed,xs.(Intercept),14.402855276620713,4.480544726744595,296,3.2145321953041446,0.001450979161987779,230,230,,
fixed,xs.Spell_grouplow,50.27918842748802,423.6634734694984,296,0.11867718502078482,0.9056116105389369,230,230,,
random,intercepts,0.3929122,NA,NA,NA,NA,230,230,,
random,residuals,0.3060541,NA,NA,NA,NA,230,230,,
fixed,a.(Intercept),1.9596256282195696,0.07303211124917545,2718,26.83238365564427,6.807267533789094e-141,231,231,,
fixed,a.SexM,0.030974134987087645,0.0510347025827041,296,0.6069230037520572,0.544367255168203,231,231,,
fixed,a.hemisphereleft,-0.00591289145004994,0.005551187625205482,2718,-1.0651579174161077,0.28689908529410674,231,231,,
fixed,a.regioncentral,-0.6039156977136806,0.011102375250410763,2718,-54.39517977842958,0,231,231,,
fixed,a.regionfrontal,0.14677560974047546,0.011102375250410789,2718,13.220198960131954,1.0242554108049279e-38,231,231,,
fixed,a.regionoccipital,0.23104558526453187,0.01110237525041088,2718,20.810464432462886,2.26060206756204e-89,231,231,,
fixed,a.regionparietal,-0.05983651948944145,0.011102375250410804,2718,-5.3895241459459236,7.670448657140647e-8,231,231,,
fixed,a.Spell_grouplow,-0.14713473446178402,0.15960013397816838,296,-0.9218960585704176,0.35733358575428176,231,231,,
fixed,a.hemisphereleft:regioncentral,-0.002398311011933055,0.01110237525041074,2718,-0.21601783022460241,0.8289900588211828,231,231,,
fixed,a.hemisphereleft:regionfrontal,-0.002883137159660661,0.011102375250410846,2718,-0.2596865170409341,0.795125261653258,231,231,,
fixed,a.hemisphereleft:regionoccipital,0.005237589675115981,0.011102375250410905,2718,0.47175397669270236,0.6371402719659279,231,231,,
fixed,a.hemisphereleft:regionparietal,-0.07247375360901295,0.011102375250410875,2718,-6.527770136965137,7.936305558753287e-11,231,231,,
fixed,b.(Intercept),-0.10766008126028431,0.027606539539027686,296,-3.899803563140683,1.1917321691423823e-4,231,231,,
fixed,b.Spell_grouplow,0.013660197612677403,0.06012059146045568,296,0.22721329382899363,0.8204147400097922,231,231,,
fixed,xs.(Intercept),12.828503136484594,3.0089996486728063,296,4.2633780772101195,2.7108244040798788e-5,231,231,,
fixed,xs.Spell_grouplow,-0.1619614209432161,7.4902557731285215,296,-0.021622949315597037,0.9827632955934316,231,231,,
random,intercepts,0.3996854,NA,NA,NA,NA,231,231,,
random,residuals,0.3047597,NA,NA,NA,NA,231,231,,
fixed,a.(Intercept),2.039804839072508,0.07422845259200239,2718,27.480093789430324,6.551145009876291e-147,232,232,,
fixed,a.SexM,0.049768278079557374,0.04631202179787739,296,1.0746297861225829,0.2834157143093333,232,232,,
fixed,a.hemisphereleft,3.532026131423644e-4,0.0057514476190670405,2718,0.061411080572382655,0.9510363431565179,232,232,,
fixed,a.regioncentral,-0.5877822111457557,0.011502895238134036,2718,-51.09863203805931,0,232,232,,
fixed,a.regionfrontal,0.1587582551043909,0.0115028952381341,2718,13.801590974946867,6.258020502727644e-42,232,232,,
fixed,a.regionoccipital,0.2259485558348665,0.011502895238134272,2718,19.642755250504614,1.9527156670260675e-80,232,232,,
fixed,a.regionparietal,-0.04844251610708853,0.011502895238134046,2718,-4.21133246058726,2.6212274131207218e-5,232,232,,
fixed,a.Spell_grouplow,0.08763334412489804,0.2085905509670986,296,0.420121351224201,0.6747016064771464,232,232,,
fixed,a.hemisphereleft:regioncentral,-0.01682791526310821,0.011502895238134152,2718,-1.4629286727154278,0.1436025194413751,232,232,,
fixed,a.hemisphereleft:regionfrontal,0.031393773615498666,0.011502895238134182,2718,2.729206253345907,0.00638959157431365,232,232,,
fixed,a.hemisphereleft:regionoccipital,0.0013511270618758197,0.011502895238134017,2718,0.11745973808373114,0.9065044261817796,232,232,,
fixed,a.hemisphereleft:regionparietal,-0.05864595562563108,0.01150289523813409,2718,-5.098364751789583,3.6613633229667287e-7,232,232,,
fixed,b.(Intercept),-0.15051078797139347,0.03548074804528354,296,-4.242041001483363,2.9655276130615548e-5,232,232,,
fixed,b.Spell_grouplow,-0.0784625973779628,0.10865440358854998,296,-0.7221299347892348,0.47078468899486403,232,232,,
fixed,xs.(Intercept),8.940121831865788,1.7669356054051468,296,5.059676088091437,7.384572108114977e-7,232,232,,
fixed,xs.Spell_grouplow,-1.447432097862941,3.049947222656512,296,-0.4745761130260555,0.6354390645745418,232,232,,
random,intercepts,0.3586208,NA,NA,NA,NA,232,232,,
random,residuals,0.315754,NA,NA,NA,NA,232,232,,
fixed,a.(Intercept),1.9478523879195655,0.07286858475834251,2718,26.73103086027153,5.847650870771149e-140,233,233,,
fixed,a.SexM,-0.036742295093539094,0.05170239346771537,296,-0.710649790642326,0.47786083326360873,233,233,,
fixed,a.hemisphereleft,-0.008390044945200965,0.0056920615479924145,2718,-1.4739905523614951,0.14059994032131537,233,233,,
fixed,a.regioncentral,-0.6042062322459607,0.011384123095985058,2718,-53.074464071725615,0,233,233,,
fixed,a.regionfrontal,0.1583256816836937,0.01138412309598484,2718,13.907586939176273,1.576386635571116e-42,233,233,,
fixed,a.regionoccipital,0.24374687288205552,0.011384123095984973,2718,21.41112414429371,4.097485956110881e-94,233,233,,
fixed,a.regionparietal,-0.04216592238065863,0.011384123095984897,2718,-3.7039236158233626,2.1651679458624848e-4,233,233,,
fixed,a.Spell_grouplow,0.2563254059760999,0.20007872023940534,296,1.2811227784213746,0.20115332307463082,233,233,,
fixed,a.hemisphereleft:regioncentral,0.0011726757395738147,0.011384123095984876,2718,0.10300975575250162,0.9179628273895384,233,233,,
fixed,a.hemisphereleft:regionfrontal,0.015352350139070554,0.01138412309598476,2718,1.348575556468237,0.1775856910019567,233,233,,
fixed,a.hemisphereleft:regionoccipital,-0.006101166435432959,0.011384123095984787,2718,-0.5359364427098349,0.5920463303948533,233,233,,
fixed,a.hemisphereleft:regionparietal,-0.07124731694856337,0.01138412309598475,2718,-6.258480899041994,4.502370042700741e-10,233,233,,
fixed,b.(Intercept),-0.1036590868091726,0.03058827284862778,296,-3.3888506004294667,7.97017126416024e-4,233,233,,
fixed,b.Spell_grouplow,-0.11011133951921816,0.08349762931545128,296,-1.3187361176833077,0.18827672184366448,233,233,,
fixed,xs.(Intercept),11.094158865821143,2.936166980384794,296,3.778449570455703,1.9079545786599244e-4,233,233,,
fixed,xs.Spell_grouplow,-1.3092431285022423,3.9194429475074095,296,-0.33403806256061525,0.7385873716751692,233,233,,
random,intercepts,0.4019612,NA,NA,NA,NA,233,233,,
random,residuals,0.3124937,NA,NA,NA,NA,233,233,,
fixed,a.(Intercept),1.961916244931029,0.06134898552654561,2718,31.97960370643963,9.306320460186846e-191,235,235,,
fixed,a.SexM,-0.03523213955346831,0.04914459901324205,296,-0.7169076614904312,0.4739963717691208,235,235,,
fixed,a.hemisphereleft,-0.00946657448477841,0.005788007685569377,2718,-1.6355497433737713,0.10204964402021227,235,235,,
fixed,a.regioncentral,-0.5937390460573825,0.011576015371138771,2718,-51.29045073123243,0,235,235,,
fixed,a.regionfrontal,0.1407183902306846,0.01157601537113901,2718,12.156030008522592,3.8013991025531215e-33,235,235,,
fixed,a.regionoccipital,0.2154791895608823,0.011576015371139059,2718,18.614279840894817,6.93095189109504e-73,235,235,,
fixed,a.regionparietal,-0.05434785672497834,0.01157601537113894,2718,-4.6948673600138084,2.8001465415666738e-6,235,235,,
fixed,a.Spell_grouplow,-0.2144738766877018,0.134978791141112,296,-1.5889450103570908,0.11314032399511545,235,235,,
fixed,a.hemisphereleft:regioncentral,0.010193908803114951,0.011576015371139024,2718,0.8806060182444211,0.37860895714360976,235,235,,
fixed,a.hemisphereleft:regionfrontal,0.009373652200686661,0.011576015371139016,2718,0.8097477327178382,0.4181560614446036,235,235,,
fixed,a.hemisphereleft:regionoccipital,0.004242079968637622,0.011576015371139019,2718,0.3664542446284108,0.7140546717819478,235,235,,
fixed,a.hemisphereleft:regionparietal,-0.06613203083116005,0.011576015371139024,2718,-5.712849258652374,1.2316444696578563e-8,235,235,,
fixed,b.(Intercept),-0.10593104247906249,0.021594125055370034,296,-4.905549180966678,1.5399893601570613e-6,235,235,,
fixed,b.Spell_grouplow,0.031484514020125476,0.048458739898662985,296,0.6497179680273559,0.5163782920447777,235,235,,
fixed,xs.(Intercept),15.567132835889682,3.429988909663752,296,4.538537367287218,8.24671233119727e-6,235,235,,
fixed,xs.Spell_grouplow,1.6180457761146378,13.814951618284848,296,0.11712279715645658,0.9068421741021161,235,235,,
random,intercepts,0.3809832,NA,NA,NA,NA,235,235,,
random,residuals,0.3177611,NA,NA,NA,NA,235,235,,
fixed,a.(Intercept),1.9838439152117366,0.06818824653735281,2718,29.09363440112817,3.057395282556447e-162,236,236,,
fixed,a.SexM,-0.0686951801021321,0.05118812912388714,296,-1.3420138863812319,0.18061998464291146,236,236,,
fixed,a.hemisphereleft,-0.004048613950587227,0.0057543788903942055,2718,-0.7035709722461247,0.48176025847141746,236,236,,
fixed,a.regioncentral,-0.5995164603545532,0.011508757780788276,2718,-52.092195506567535,0,236,236,,
fixed,a.regionfrontal,0.13286360182332177,0.011508757780788472,2718,11.544564961225486,3.918959465901269e-30,236,236,,
fixed,a.regionoccipital,0.2305502594962327,0.01150875778078836,2718,20.03259290773255,2.2358035891128256e-83,236,236,,
fixed,a.regionparietal,-0.029101077072865342,0.011508757780788352,2718,-2.528602793382616,0.011507910427688246,236,236,,
fixed,a.Spell_grouplow,0.0809739148510425,0.18283224728850014,296,0.44288639477952546,0.6581713949973619,236,236,,
fixed,a.hemisphereleft:regioncentral,-0.00946304141267098,0.011508757780788364,2718,-0.8222469872871674,0.41100846629480103,236,236,,
fixed,a.hemisphereleft:regionfrontal,0.018115702279958797,0.011508757780788437,2718,1.5740797247639817,0.11558540424464195,236,236,,
fixed,a.hemisphereleft:regionoccipital,-0.007848007315226235,0.011508757780788526,2718,-0.6819161081247924,0.4953501019869929,236,236,,
fixed,a.hemisphereleft:regionparietal,-0.07223406554198078,0.011508757780788335,2718,-6.27644328934976,4.018602191441873e-10,236,236,,
fixed,b.(Intercept),-0.08887419514227275,0.023457874820140404,296,-3.7886720695588063,1.8346396714069875e-4,236,236,,
fixed,b.Spell_grouplow,-0.028547140480054984,0.06219660591270164,296,-0.45898228787794926,0.6465837405928703,236,236,,
fixed,xs.(Intercept),16.449228040253605,5.1883929513208,296,3.1703897901692573,0.0016819248732841989,236,236,,
fixed,xs.Spell_grouplow,-0.2419937813511354,11.034435282143896,296,-0.02193078079335276,0.9825179473466576,236,236,,
random,intercepts,0.3979229,NA,NA,NA,NA,236,236,,
random,residuals,0.3159149,NA,NA,NA,NA,236,236,,
fixed,a.(Intercept),1.9555440376408788,0.06910163367030563,2718,28.29953408874638,1.2295657453461658e-154,237,237,,
fixed,a.SexM,-0.014968438722601098,0.052198149169467856,296,-0.2867618672456025,0.7744952843109894,237,237,,
fixed,a.hemisphereleft,-0.012268645984821783,0.0056584361146571095,2718,-2.168204383017098,0.030229638140924733,237,237,,
fixed,a.regioncentral,-0.5919839575739998,0.011316872229313902,2718,-52.309856078483755,0,237,237,,
fixed,a.regionfrontal,0.13689250443146495,0.01131687222931399,2718,12.096319694842322,7.590307615468338e-33,237,237,,
fixed,a.regionoccipital,0.2292870819718393,0.011316872229314,2718,20.26064068991774,4.0655472569056716e-85,237,237,,
fixed,a.regionparietal,-0.052047916865093094,0.01131687222931398,2718,-4.599143280090581,4.436475696603308e-6,237,237,,
fixed,a.Spell_grouplow,0.1499777557125289,0.20719896536513296,296,0.7238344817418999,0.46973901668162343,237,237,,
fixed,a.hemisphereleft:regioncentral,0.011687848567726356,0.01131687222931395,2718,1.0327808188424599,0.30179836710422353,237,237,,
fixed,a.hemisphereleft:regionfrontal,0.014021670931632776,0.011316872229314042,2718,1.239005853164314,0.2154503127337909,237,237,,
fixed,a.hemisphereleft:regionoccipital,0.005591343633853962,0.011316872229314016,2718,0.494071464319509,0.6212956350074065,237,237,,
fixed,a.hemisphereleft:regionparietal,-0.06818036392689035,0.011316872229314023,2718,-6.024664990940092,1.9234400985260934e-9,237,237,,
fixed,b.(Intercept),-0.10893347848941509,0.025122939971210092,296,-4.3360163505644085,1.9914261434650393e-5,237,237,,
fixed,b.Spell_grouplow,-0.07794678222216356,0.09293998802886412,296,-0.8386786341951737,0.4023264352073229,237,237,,
fixed,xs.(Intercept),14.040347363408566,3.48106083045928,296,4.033353063110973,7.003053232101705e-5,237,237,,
fixed,xs.Spell_grouplow,-5.522827952908755,4.531846720390936,296,-1.2186705097634751,0.2239396419039033,237,237,,
random,intercepts,0.4077104,NA,NA,NA,NA,237,237,,
random,residuals,0.3106476,NA,NA,NA,NA,237,237,,
fixed,a.(Intercept),1.8372392261362827,0.06152375262275692,2718,29.862275102132003,1.0485855467061258e-169,240,240,,
fixed,a.SexM,-0.04808776917914972,0.04738662474444204,296,-1.0147962518640856,0.3110317259918914,240,240,,
fixed,a.hemisphereleft,-0.01191185748814753,0.00560409474653667,2718,-2.1255631867232543,0.03362958552331759,240,240,,
fixed,a.regioncentral,-0.6053555770005312,0.011208189493073152,2718,-54.01011263903515,0,240,240,,
fixed,a.regionfrontal,0.16062784056720034,0.011208189493073334,2718,14.331292370321577,5.821939377013106e-45,240,240,,
fixed,a.regionoccipital,0.23639982645181662,0.011208189493073296,2718,21.091705007121142,1.3997741296645912e-91,240,240,,
fixed,a.regionparietal,-0.06066190724088433,0.011208189493073353,2718,-5.412284230059932,6.765490665118684e-8,240,240,,
fixed,a.Spell_grouplow,0.07230531757321244,0.14258034859445698,296,0.5071197979664879,0.6124483541604588,240,240,,
fixed,a.hemisphereleft:regioncentral,-0.006748373351909925,0.011208189493073365,2718,-0.6020930816775005,0.5471624008869418,240,240,,
fixed,a.hemisphereleft:regionfrontal,0.01950757291283021,0.011208189493073497,2718,1.7404749379804487,0.08188882685456099,240,240,,
fixed,a.hemisphereleft:regionoccipital,0.003975779573651169,0.011208189493073253,2718,0.35472094543978144,0.7228261775796381,240,240,,
fixed,a.hemisphereleft:regionparietal,-0.09163846527080487,0.011208189493073294,2718,-8.176027477715094,4.449002359466431e-16,240,240,,
fixed,b.(Intercept),-0.06936253683131434,0.02228067510806499,296,-3.1131254549018137,0.0020322025274799958,240,240,,
fixed,b.Spell_grouplow,-0.0550766302434897,0.05143232767625379,296,-1.0708562635969998,0.2851064432405445,240,240,,
fixed,xs.(Intercept),14.62409890600085,5.068468211674194,296,2.885309386436949,0.004197671940018084,240,240,,
fixed,xs.Spell_grouplow,-1.9057564654535069,6.5352973683320785,296,-0.2916097551563884,0.7707892709704265,240,240,,
random,intercepts,0.3683638,NA,NA,NA,NA,240,240,,
random,residuals,0.3076643,NA,NA,NA,NA,240,240,,
fixed,a.(Intercept),1.8823487447358878,0.06019160277629898,2718,31.272613751981375,1.1859740289620002e-183,241,241,,
fixed,a.SexM,6.29430683786014e-5,0.04911875499918171,296,0.0012814467382092644,0.9989784168992573,241,241,,
fixed,a.hemisphereleft,-0.0025875283573437652,0.005874446213322819,2718,-0.44047187826410567,0.6596304028455553,241,241,,
fixed,a.regioncentral,-0.6059906491817417,0.011748892426645539,2718,-51.57853414398483,0,241,241,,
fixed,a.regionfrontal,0.14715522543174714,0.011748892426645466,2718,12.525029601770111,4.956015870390829e-35,241,241,,
fixed,a.regionoccipital,0.26097552632497883,0.011748892426645523,2718,22.212776902536596,1.369577353831936e-100,241,241,,
fixed,a.regionparietal,-0.05395016202138751,0.011748892426645464,2718,-4.59193599381617,4.591287925793758e-6,241,241,,
fixed,a.Spell_grouplow,0.12256171329533341,0.1582737963115742,296,0.7743651580458789,0.43933296227962104,241,241,,
fixed,a.hemisphereleft:regioncentral,-0.005563262495912848,0.011748892426645367,2718,-0.4735137827371625,0.6358846986740501,241,241,,
fixed,a.hemisphereleft:regionfrontal,0.0026691948091387314,0.011748892426645395,2718,0.22718693066635337,0.8202954758831276,241,241,,
fixed,a.hemisphereleft:regionoccipital,-0.0014875167592812149,0.011748892426645475,2718,-0.12660910537470368,0.8992591547490147,241,241,,
fixed,a.hemisphereleft:regionparietal,-0.04605303090026263,0.01174889242664548,2718,-3.9197763693723426,9.081956440135642e-5,241,241,,
fixed,b.(Intercept),-0.06062962079414056,0.020021189469901196,296,-3.028272665082559,0.0026762005780100913,241,241,,
fixed,b.Spell_grouplow,-0.17196467188804854,0.09335240579930708,296,-1.8421021977488765,0.06646036169134012,241,241,,
fixed,xs.(Intercept),30.592949556047717,30.95778006845318,296,0.9882152237144021,0.3238543558309972,241,241,,
fixed,xs.Spell_grouplow,-23.948207746409306,31.042370292888815,296,-0.7714684001400293,0.4410447680241282,241,241,,
random,intercepts,0.3795522,NA,NA,NA,NA,241,241,,
random,residuals,0.3225066,NA,NA,NA,NA,241,241,,
fixed,a.(Intercept),1.942441720750245,0.06739105715700328,2718,28.823434483671495,1.2172050944430867e-159,242,242,,
fixed,a.SexM,-0.010667838582461009,0.050105359284526245,296,-0.21290813467443787,0.8315451722189077,242,242,,
fixed,a.hemisphereleft,-0.008194591540140479,0.0055940391389410135,2718,-1.4648791931212275,0.14306953666933495,242,242,,
fixed,a.regioncentral,-0.6063793078435304,0.011188078277882258,2718,-54.19870086557075,0,242,242,,
fixed,a.regionfrontal,0.16190650442372986,0.01118807827788226,2718,14.471341762401076,8.858441987395727e-46,242,242,,
fixed,a.regionoccipital,0.21663449335750054,0.011188078277882148,2718,19.362976194559522,2.3706827430083875e-78,242,242,,
fixed,a.regionparietal,-0.04306326993777642,0.01118807827788216,2718,-3.8490318773429295,1.2131725051043843e-4,242,242,,
